板块名称		涨幅		1分钟涨速		4分钟涨速		主力净量		主力金额		涨停数		涨家数		跌家数		领涨股		5日涨幅		10日涨幅		20日涨幅		概念解析		创建日期		年初至今		20160127至今		量比		总手		总金额		总市值		流通市值		
旅游概念	+2.72%		+0.01%		+0.01%		-0.74		+280025400	13		119		29		天润科技	+6.76%		+7.75%		+9.86%		--		--		+7.51%		--		1.33		9303758700	89370608000	1875625000000	1706057500000
冰雪产业	+2.70%		+0.02%		+0.02%		-0.23		+257657900	4		45		7		流金科技	+5.56%		+4.92%		+7.24%		--		--		+3.24%		--		1.24		2599673100	27349368000	558283880000	507194840000
智能物流	+2.70%		+0.02%		+0.02%		1.49		+1583049000	9		194		33		科大国创	+6.36%		+7.52%		+11.14%		--		--		+5.33%		--		1.28		10986187700	171127560000	3869909800000	3316565600000
横琴新区	+2.67%		+0.04%		+0.04%		-0.21		+236022900	2		30		12		宝莱特		+6.72%		+8.58%		+9.81%		--		--		+8.75%		--		1.38		2228390300	28937736000	412575540000	374343930000
高铁		+2.66%		+0.01%		+0.01%		-0.79		-2389018200	4		146		24		广哈通信	+7.02%		+7.46%		+12.78%		--		--		+8.37%		--		1.22		7349860200	112163070000	2917922100000	2525734900000
福建自贸区	+2.64%		+0.03%		+0.03%		-0.82		-2879134600	3		105		20		路桥信息	+6.98%		+5.24%		+7.24%		--		--		+6.58%		--		1.24		8001658200	145349880000	3484240500000	3049941200000
水利		+2.64%		+0.02%		+0.03%		0.09		+1866347000	15		209		35		科大国创	+7.57%		+9.16%		+12.39%		--		--		+8.95%		--		1.09		11884896000	171389940000	4527386200000	4138009400000
人形机器人	+2.62%		+0.02%		+0.02%		0.08		-2886598000	12		332		73		铂力特		+6.08%		+10.02%		+15.06%		--		--		+5.55%		--		1.32		17246979000	481242410000	10264293000000	8912649400000
专精特新	+2.62%		+0.03%		+0.03%		-0.63		-6099541000	22		933		207		众诚科技	+7.37%		+9.52%		+14.26%		--		--		+7.65%		--		1.14		19570148000	597700450000	11116505800000	8769940100000
深股通		+2.61%		+0.02%		+0.02%		0.25		-2783820000	63		1348		334		福石控股	+6.74%		+8.85%		+13.07%		--		--		+6.80%		--		1.24		92935590000	1882655200000	42535195000000	36377344000000
虚拟电厂	+2.56%		+0.04%		+0.04%		-0.59		-3268450700	4		110		24		广和通		+7.79%		+8.68%		+11.62%		--		--		+8.01%		--		1.40		5831618000	102340637000	2497042000000	2179910700000
无线充电	+2.55%		+0.03%		+0.03%		1.89		+336610700	4		46		9		信维通信	+5.75%		+7.36%		+13.10%		--		--		+8.17%		--		1.26		2938292200	72214440000	1611135400000	1337171700000
消费电子概念	+2.51%		+0.04%		+0.04%		0.58		-391386000	14		373		87		华力创通	+6.32%		+8.56%		+12.64%		--		--		+6.72%		--		1.32		17348603000	459463280000	10183880400000	7922455100000
高端装备	+2.51%		+0.02%		+0.02%		0.60		-637173000	15		278		58		中泰股份	+8.14%		+10.44%		+16.24%		--		--		+7.62%		--		1.21		18880682000	333904760000	6961151200000	5909706600000
海峡两岸	+2.51%		+0.04%		+0.04%		-0.54		-4539962000	8		241		55		路桥信息	+6.42%		+5.70%		+9.24%		--		--		+5.95%		--		1.27		15736201000	327186870000	6691902900000	6151062700000
中字头股票	+2.47%		+0.02%		+0.02%		-0.08		-612413000	11		107		22		中钢洛耐	+7.12%		+9.27%		+13.12%		--		--		+6.67%		--		1.25		10322514700	173535220000	16935558000000	11209406600000
基因测序	+2.47%		+0.03%		+0.03%		0.04		+141709300	4		58		10		迪安诊断	+7.20%		+9.46%		+11.70%		--		--		+11.24%		--		1.05		1534788100	29111087000	933933150000	795796420000
粤港澳大湾区	+2.45%		+0.02%		+0.02%		-0.49		-4593765000	14		363		87		杰创智能	+5.83%		+7.52%		+10.78%		--		--		+5.83%		--		1.36		17659940000	361032050000	7999967700000	6311479600000
共同富裕示范区	+2.45%		+0.02%		+0.02%		-0.17		-410031200	13		148		33		中泰股份	+5.74%		+6.86%		+10.30%		--		--		+7.14%		--		1.35		5496346800	91712180000	2250869600000	2050085000000
第三代半导体	+2.44%		+0.01%		+0.01%		-1.42		-3025936000	5		120		34		国博电子	+8.90%		+10.25%		+16.06%		--		--		+9.52%		--		1.26		6042944800	177090680000	3552005800000	3164852300000
融资融券	+2.44%		+0.02%		+0.02%		-0.02		-23197350000	134		2906		776		众诚科技	+6.86%		+8.63%		+12.30%		--		--		+7.04%		+124.19%	1.24		161435060000	3164673400000	119978025000000	95962858000000
BC电池		+2.43%		+0.01%		+0.01%		-0.11		-765119200	0		35		12		捷佳伟创	+9.22%		+9.59%		+16.14%		--		--		+11.30%		--		1.48		2679526700	57093149000	1105108870000	1012913140000
央企国企改革	+2.41%		+0.02%		+0.02%		-0.13		-1008010000	21		308		70		富士达		+7.55%		+9.14%		+13.63%		--		--		+7.24%		--		1.20		23891660000	408526670000	20445258000000	16432604000000
中船系		+2.41%		+0.03%		+0.03%		0.11		+219226680	0		10		0		久之洋		+6.79%		+11.14%		+16.27%		--		--		+10.33%		--		1.03		308730790	10005272400	470969230000	429251010000
房屋检测	+2.38%		+0.04%		+0.04%		0.88		-581582950	3		35		9		新点软件	+8.17%		+8.88%		+9.38%		--		--		+8.25%		--		1.43		1641197500	19260704000	411437140000	367731290000
PEEK材料	+2.37%		+0.07%		+0.07%		-4.02		-3018868600	0		40		9		超捷股份	+6.29%		+12.40%		+18.95%		--		--		+6.41%		--		1.48		1819760600	57184056000	929205910000	804345230000
液冷服务器	+2.37%		+0.02%		+0.02%		0.40		-2534283000	9		128		46		杰创智能	+6.46%		+7.54%		+15.70%		--		--		+6.92%		--		1.05		9018299500	284292440000	7562446500000	7077539300000
华为数字能源	+2.36%		+0.06%		+0.06%		1.78		+109428000	2		30		12		杰创智能	+6.46%		+7.58%		+11.26%		--		--		+6.53%		--		1.67		2137606600	37201067000	630055550000	562749460000
新型烟草(电子烟)	+2.35%		+0.01%		+0.01%		-1.40		-1899752600	1		40		12		银禧科技	+5.81%		+8.38%		+12.43%		--		--		+7.96%		--		1.32		2108861900	53497317000	890469100000	817724050000
特钢概念	+2.33%		+0.01%		+0.01%		0.12		-21854900	0		35		4		上大股份	+6.48%		+7.19%		+14.35%		--		--		+5.60%		--		1.54		4365098800	28498593000	941572390000	868640090000
F5G概念		+2.33%		+0.04%		+0.04%		0.25		-652075700	2		29		8		震有科技	+6.57%		+7.64%		+11.85%		--		--		+7.72%		--		1.19		1744771900	71980096000	1553198700000	1498765600000
苹果概念	+2.32%		+0.03%		+0.03%		0.81		-1967322000	7		101		34		值得买		+5.76%		+7.54%		+13.91%		--		--		+6.09%		+189.87%	1.27		7331788200	179718270000	4730926100000	4414640800000
柔性屏(折叠屏)	+2.30%		+0.02%		+0.02%		-0.09		-130510100	2		80		25		联建光电	+7.21%		+8.86%		+15.78%		--		--		+7.34%		--		1.10		6691258400	122848393000	1965642100000	1784440000000
培育钻石	+2.29%		+0.01%		+0.01%		-0.56		+171167450	3		15		3		国机精工	+6.47%		+6.48%		+10.01%		--		--		+5.33%		--		1.20		761359680	15027447000	265309360000	254072110000
碳交易		+2.28%		+0.03%		+0.03%		-1.63		-2243331700	5		83		20		金现代		+6.58%		+7.59%		+9.72%		--		--		+6.12%		--		1.13		6320381600	63362813000	3960045100000	3526828700000
三胎概念	+2.28%		+0.03%		+0.03%		0.18		-141463400	3		174		32		荣信文化	+5.34%		+6.35%		+8.59%		--		--		+7.65%		--		1.45		6093681100	81878797000	1850586400000	1659684600000
农机		+2.27%		+0.04%		+0.04%		-0.83		+93805700	2		77		15		华力创通	+5.86%		+7.67%		+11.18%		--		--		+5.14%		--		1.28		2713576000	60084281000	1685420200000	1416893500000
MicroLED概念	+2.26%		+0.01%		+0.01%		-0.64		-1490292800	0		44		9		联建光电	+7.92%		+9.71%		+14.62%		--		--		+7.94%		--		1.06		3945907700	53797585000	1083708020000	916325900000
MiniLED		+2.25%		+0.02%		+0.02%		-0.81		-2888648400	2		75		17		联建光电	+6.46%		+8.78%		+12.59%		--		--		+8.65%		--		1.13		5540681000	98067115000	2156055100000	1903672700000
乳业		+2.24%		+0.01%		+0.02%		0.27		+113775520	1		31		4		品渥食品	+4.32%		+1.73%		+7.67%		--		--		+2.58%		--		1.35		840501910	9302934500	431902420000	410998200000
硅能源		+2.24%		-0.01%		-0.01%		-0.80		-312639800	3		48		13		道氏技术	+6.97%		+7.61%		+12.09%		--		--		+6.87%		--		1.20		4723912000	73154501000	1365106500000	1292233720000
上海自贸区	+2.21%		+0.02%		+0.02%		0.47		-194189200	2		42		14		艾融软件	+7.11%		+8.88%		+11.69%		--		--		+9.40%		--		1.25		1993194600	50361155000	2428563300000	1463883600000
富士康概念	+2.20%		+0.04%		+0.04%		0.71		-2760026500	1		80		21		鼎捷数智	+5.60%		+8.09%		+16.26%		--		--		+7.88%		--		1.27		3763310200	124117104000	3155610500000	2885020700000
特高压		+2.19%		+0.04%		+0.04%		-0.87		-2465316500	4		94		22		金现代		+7.33%		+7.78%		+13.81%		--		--		+7.88%		--		1.15		6249618400	102287743000	2397181000000	2061684900000
家用电器	+2.19%		+0.02%		+0.02%		0.19		-2021286000	4		149		25		天银机电	+4.77%		+5.96%		+10.35%		--		--		+4.56%		--		1.34		5072892500	143806000000	3418160200000	3022807900000
小米汽车	+2.15%		+0.02%		+0.02%		-0.12		-2084129600	3		89		28		中科创达	+5.58%		+7.43%		+14.25%		--		--		+5.27%		--		1.22		4252961900	126653650000	4175029500000	3680900400000
长安汽车概念	+2.12%		+0.03%		+0.03%		-0.58		-3698928000	7		172		41		并行科技	+5.57%		+7.80%		+13.10%		--		--		+5.21%		--		1.15		8170128700	185711290000	5188219500000	4618136500000
换电概念	+2.12%		+0.02%		+0.03%		-0.41		-1995318200	3		67		23		金现代		+6.79%		+7.72%		+12.04%		--		--		+8.01%		--		1.34		2874701700	77950124000	3484559700000	3195420400000
2025三季报预增	+2.11%		+0.03%		+0.03%		0.31		+718825700	4		61		19		中泰股份	+6.22%		+8.14%		+13.93%		--		--		+7.34%		--		1.31		3442547900	96489534000	3735316400000	3131747400000
稀土永磁	+2.10%		+0.04%		+0.04%		0.06		+1599804500	4		51		9		领益智造	+7.54%		+9.67%		+13.17%		--		--		+8.83%		+265.39%	1.37		5337169200	79937765000	1740383400000	1439827900000
工业母机	+2.10%		+0.02%		+0.02%		-1.16		-873945600	3		83		24		国机精工	+7.16%		+10.52%		+15.57%		--		--		+6.86%		--		1.36		4540539200	87959312000	1985877800000	1698925000000
免税店		+2.09%		-0.03%		-0.03%		0.12		-424515200	3		23		5		居然智家	+5.34%		+2.43%		+9.23%		--		--		+2.69%		--		1.32		2130873000	27176299000	847119440000	794228600000
汽车拆解概念	+2.08%		+0.00%		+0.00%		6.93		+1381467400	2		21		2		山子高科	+5.18%		+8.70%		+11.61%		--		--		+5.89%		--		1.04		2794815000	18813037000	328343240000	283126040000
阿尔茨海默概念	+2.07%		+0.02%		+0.02%		1.17		+644380300	4		28		12		迪安诊断	+6.81%		+8.33%		+9.15%		--		--		+9.80%		--		1.11		930578790	18130861000	671376730000	615296540000
金属镍		+2.07%		+0.04%		+0.04%		-1.02		-1203669300	2		26		12		道氏技术	+7.03%		+11.67%		+19.19%		--		--		+8.17%		--		1.08		4033298100	57297290000	1663415700000	1424835300000
碳中和		+2.06%		+0.04%		+0.04%		-0.68		-3788737900	10		207		51		中泰股份	+6.07%		+6.69%		+10.07%		--		--		+5.81%		--		1.19		12217395700	159907700000	4064378900000	3527551900000
乡村振兴	+2.05%		+0.03%		+0.03%		-0.63		-2701726000	12		308		97		天润科技	+5.74%		+6.03%		+8.36%		--		--		+6.69%		--		1.38		20976806000	262412050000	6299349600000	5397055300000
充电桩		+2.05%		+0.03%		+0.03%		-0.47		-8110094000	8		288		83		路桥信息	+6.17%		+6.98%		+10.63%		--		--		+7.73%		--		1.25		16828884000	311990690000	8336150300000	6819587600000
抽水蓄能	+2.03%		+0.01%		+0.01%		-0.83		-3487227800	6		53		13		邵阳液压	+8.13%		+7.23%		+12.14%		--		--		+9.46%		--		1.15		4425230600	67232786000	2147693500000	1906173500000
丙烯酸		+2.02%		+0.02%		+0.02%		-0.27		+55950290	1		13		5		天龙集团	+5.95%		+8.40%		+8.33%		--		--		+8.38%		--		1.38		585563690	10353432900	433738280000	404089310000
人民币贬值受益	+2.01%		+0.02%		+0.02%		-0.72		-6632660000	13		432		147		易点天下	+5.07%		+6.95%		+9.93%		--		--		+5.80%		--		1.28		19009697000	495974880000	13140799100000	10828057400000
医疗器械概念	+2.01%		+0.01%		+0.01%		-0.35		-4180475000	12		301		87		华兰股份	+5.99%		+8.38%		+11.53%		--		--		+8.67%		--		1.03		11808611000	221100030000	6518299300000	5786994100000
广东自贸区	+2.00%		+0.01%		+0.01%		-0.51		-133156370	1		22		4		粤 传 媒	+5.21%		+4.81%		+7.50%		--		--		+5.33%		--		1.64		1148211630	9749507800	240491450000	213529150000
西部大开发	+1.99%		+0.03%		+0.03%		0.41		-2727390000	19		448		166		天润科技	+6.60%		+7.62%		+11.70%		--		--		+6.92%		--		1.29		28644251000	452627360000	14299785000000	12911642500000
股权转让(并购重组)	+1.98%		+0.03%		+0.03%		-2.98		-2669595000	13		300		120		路桥信息	+6.18%		+7.32%		+10.08%		--		--		+6.17%		--		1.27		16384852000	240627820000	6028473900000	5169566200000
铜缆高速连接	+1.98%		+0.02%		+0.02%		-2.42		-2949799200	2		29		14		富士达		+6.45%		+7.79%		+16.58%		--		--		+7.02%		--		1.34		2724945200	71081136000	1360413600000	1220130680000
同花顺果指数	+1.98%		+0.00%		+0.00%		0.17		-1834696200	1		12		7		信维通信	+4.88%		+7.26%		+13.93%		--		--		+5.21%		--		1.06		3128626100	99319007000	2971125000000	2882546700000
国企改革	+1.96%		+0.02%		+0.02%		-0.12		-928178000	60		1121		275		星图测控	+5.88%		+6.62%		+9.67%		--		--		+5.61%		--		1.23		73367672000	1007092030000	48528529000000	39232210000000
宠物经济	+1.95%		+0.03%		+0.03%		-1.18		-37087300	1		98		27		康众医疗	+4.46%		+4.62%		+7.09%		--		--		+5.15%		--		1.38		2075826500	37289538000	1520652000000	1362820200000
摘帽		+1.94%		+0.04%		+0.04%		-1.37		-969105200	4		33		16		理工导航	+5.04%		+4.95%		+6.90%		--		--		+6.16%		--		1.28		2895362900	25359045000	505139690000	459736260000
储能		+1.92%		+0.03%		+0.03%		-0.51		-18811903000	25		599		174		科大国创	+5.96%		+6.69%		+10.90%		--		--		+6.18%		--		1.26		35318756000	650824890000	18289548000000	15590279000000
冷链物流	+1.92%		+0.04%		+0.04%		-0.38		-371564300	9		119		26		迪安诊断	+4.97%		+3.73%		+8.14%		--		--		+5.87%		--		1.28		7207302500	76395703000	2127146100000	1843131600000
先进封装	+1.91%		+0.03%		+0.03%		3.48		-188778000	4		101		41		国博电子	+7.85%		+10.18%		+16.31%		--		--		+9.21%		--		1.16		5826507500	185403200000	4229431400000	3937492700000
辅助生殖	+1.90%		+0.02%		+0.02%		-0.43		-116617800	1		59		11		迪安诊断	+5.99%		+8.63%		+10.77%		--		--		+10.71%		--		1.13		1721853000	29656900000	1193861800000	1090367840000
华为手机	+1.89%		+0.04%		+0.04%		-1.09		-2167230400	1		34		10		银邦股份	+5.51%		+6.00%		+10.22%		--		--		+6.40%		--		1.29		2233987100	48943669000	1334746600000	1212780690000
回购增持再贷款概念	+1.87%		+0.02%		+0.02%		0.12		-286193000	23		338		122		科大国创	+5.99%		+7.30%		+11.72%		--		--		+6.25%		--		1.23		25051054000	434115410000	13300265800000	12045682600000
雅下水电概念	+1.87%		+0.02%		+0.02%		-0.48		-930894900	3		67		18		志特新材	+7.03%		+7.84%		+11.82%		--		--		+7.05%		--		1.39		6166917000	70619878000	2637532900000	2245092600000
黑龙江自贸区	+1.84%		+0.03%		+0.03%		-0.73		-780621300	1		31		5		中国一重	+5.70%		+6.14%		+10.21%		--		--		+6.10%		--		1.51		1808085500	21489101000	394100410000	354258040000
一带一路	+1.84%		+0.03%		+0.03%		-0.40		-9121861000	34		559		153		中泰股份	+5.88%		+7.03%		+11.03%		--		--		+5.78%		--		1.20		37455358000	518693060000	18773341000000	15880243000000
雄安新区	+1.83%		+0.02%		+0.02%		-0.28		-1311351100	4		149		32		航天宏图	+5.39%		+6.25%		+8.10%		--		--		+6.39%		--		1.24		9423909500	104723552000	3178471500000	2861194700000
国家大基金持股	+1.81%		+0.02%		+0.02%		-0.69		-1477032600	1		35		13		北斗星通	+7.99%		+12.33%		+18.33%		--		--		+11.10%		--		1.15		1926165000	113877073000	3946731100000	2632749600000
猴痘概念	+1.80%		+0.02%		+0.02%		-0.35		+82936700	1		57		15		迪安诊断	+5.83%		+7.87%		+9.02%		--		--		+10.19%		--		1.17		1714879900	29684597000	927313600000	794606280000
参股保险	+1.80%		+0.02%		+0.02%		0.13		+1122592500	2		43		11		大名城		+6.35%		+6.32%		+8.67%		--		--		+7.28%		--		1.14		4671187400	40833793000	3267824100000	2968185400000
净水概念	+1.79%		+0.04%		+0.04%		-0.08		+119351500	2		68		8		通源环境	+5.46%		+6.18%		+8.24%		--		--		+7.63%		--		1.20		1395939800	21463109000	978278390000	834226400000
空气能热泵	+1.79%		+0.01%		+0.01%		-0.05		-557615400	1		46		7		朗进科技	+3.83%		+4.08%		+9.82%		--		--		+4.84%		--		1.14		1724979000	43048785000	1706236100000	1449249200000
沪股通		+1.79%		+0.02%		+0.02%		-0.13		-20852962000	62		1082		406		信科移动-U	+6.34%		+8.06%		+11.72%		--		--		+7.02%		--		1.24		73373164000	1296353730000	76503440000000	60759081000000
共享单车	+1.78%		+0.01%		+0.01%		-2.03		-84647770	0		10		1		四维图新	+5.59%		+5.32%		+5.74%		--		--		+6.06%		--		1.20		455744690	5019439000	118331161000	109687638000
新能源汽车	+1.78%		+0.03%		+0.03%		-0.71		-24932897000	20		743		236		科大国创	+5.31%		+7.16%		+12.44%		--		--		+5.44%		--		1.16		37697554000	849987120000	21699920000000	18768267000000
土壤修复	+1.78%		+0.05%		+0.05%		-0.30		-641246500	3		77		14		通源环境	+5.71%		+6.77%		+8.89%		--		--		+7.11%		--		1.19		3806825100	38575711000	1090249310000	894776940000
汽车热管理	+1.77%		+0.02%		+0.02%		1.27		-33381600	4		98		30		科大国创	+4.38%		+6.99%		+13.86%		--		--		+3.85%		--		1.29		4291211700	116473961000	2645715200000	2298282600000
2025年报预增	+1.75%		+0.00%		+0.00%		-0.89		-1792745600	0		20		7		百奥赛图	+5.99%		+11.47%		+11.47%		--		--		+10.37%		--		1.40		1671896500	50853246000	1884256600000	1447412400000
CRO概念		+1.74%		+0.03%		+0.03%		-0.85		-505555800	2		50		19		迪安诊断	+8.86%		+11.89%		+13.67%		--		--		+12.74%		--		1.26		1371675300	33022923000	1132161910000	925594400000
氢能源		+1.72%		+0.03%		+0.03%		-0.65		-9140371000	16		263		92		中泰股份	+6.47%		+7.48%		+12.70%		--		--		+6.44%		--		1.18		17460404000	314189030000	8989704700000	7875621500000
兵装重组概念	+1.71%		+0.02%		+0.02%		-0.71		-449384170	0		6		1		中光学		+4.12%		+7.14%		+8.87%		--		--		+3.50%		--		1.41		263821900	6463933300	215261370000	193359960000
工业大麻	+1.71%		-0.00%		-0.00%		-1.81		-650581000	1		24		5		通化金马	+4.30%		+5.27%		+8.86%		--		--		+6.34%		--		1.12		982816650	16678241000	399159750000	371965650000
PCB概念		+1.71%		+0.03%		+0.03%		-1.67		-8334508000	3		129		51		瑞华泰		+4.98%		+6.61%		+13.47%		--		--		+6.23%		--		1.16		6419364600	170110410000	3639355400000	3149592500000
预制菜		+1.69%		+0.02%		+0.02%		0.15		+216440200	5		88		12		居然智家	+5.24%		+3.04%		+5.48%		--		--		+5.86%		--		1.44		4342560000	36082000000	1473054800000	1264413190000
人造肉		+1.69%		+0.07%		+0.07%		-1.31		-211971990	0		17		3		东宝生物	+3.33%		+1.95%		+4.49%		--		--		+3.40%		--		1.30		484977060	5128333700	239588790000	220556660000
存储芯片	+1.69%		+0.02%		+0.02%		-1.65		-4070508000	2		105		53		ST思科瑞	+8.40%		+11.95%		+18.66%		--		--		+11.54%		--		1.09		5754131000	248924070000	6368901300000	4664901100000
期货概念	+1.69%		+0.04%		+0.04%		0.68		+2862203600	0		62		8		卓创资讯	+3.70%		+4.23%		+7.27%		--		--		+3.46%		--		1.23		6384246200	78034539000	3910118200000	3315658900000
共封装光学(CPO)	+1.68%		+0.03%		+0.03%		-1.09		-12242045000	3		97		45		斯瑞新材	+5.78%		+7.12%		+13.47%		--		--		+7.26%		--		1.24		7231823300	310347050000	7002697000000	6574538800000
参股券商	+1.67%		+0.02%		+0.02%		-0.22		-1803666400	4		81		31		银之杰		+5.33%		+6.03%		+8.56%		--		--		+6.54%		--		1.36		6403952300	91808309000	4580276500000	3815819000000
长三角一体化	+1.66%		+0.02%		+0.02%		-1.03		-4192770400	7		95		31		汉得信息	+6.48%		+7.88%		+12.91%		--		--		+6.45%		--		1.28		5612743600	110178185000	2261730000000	2057725500000
柔性直流输电	+1.66%		+0.04%		+0.04%		0.23		-761274100	1		45		8		中超控股	+6.93%		+6.44%		+12.56%		--		--		+7.31%		--		1.13		3307077100	46287131000	1179493930000	1103256860000
小金属概念	+1.66%		+0.02%		+0.02%		-0.76		-3452521000	7		107		45		道氏技术	+7.37%		+10.99%		+17.02%		--		--		+8.80%		--		1.11		11576788700	209421660000	6311864900000	5321217100000
医美概念	+1.65%		+0.04%		+0.04%		-0.32		-769808600	1		68		20		盈康生命	+5.06%		+7.21%		+9.27%		--		--		+8.06%		--		1.19		2186870200	43297982000	1321639720000	1176504260000
宁德时代概念	+1.63%		+0.02%		+0.02%		-1.23		-10541119000	4		195		74		科大国创	+4.70%		+6.48%		+11.77%		--		--		+5.43%		--		1.16		11138076300	285612410000	7950902400000	7015392600000
OLED		+1.62%		+0.02%		+0.02%		0.02		-722556000	4		102		42		迈为股份	+7.78%		+8.98%		+14.52%		--		--		+9.09%		--		1.10		7875977600	155722570000	3516776900000	3110148200000
燃料电池	+1.62%		+0.03%		+0.03%		-0.40		-3928006000	6		151		55		艾可蓝		+5.82%		+7.12%		+12.17%		--		--		+7.02%		--		1.16		9028235000	173100960000	4776319700000	4148885900000
露营经济	+1.60%		+0.05%		+0.05%		-1.34		-244775400	1		43		10		电广传媒	+3.75%		+3.48%		+4.95%		--		--		+3.67%		--		1.25		1194757410	13589931000	465163490000	414180680000
民营医院	+1.59%		+0.02%		+0.02%		-0.47		-819402700	2		55		13		宝莱特		+5.57%		+6.58%		+8.19%		--		--		+8.75%		--		1.06		4157147200	45602124000	985209670000	900556880000
固态电池	+1.56%		+0.03%		+0.03%		-1.43		-10747821000	6		200		74		道氏技术	+4.70%		+6.50%		+10.77%		--		--		+5.78%		--		1.22		10729599300	258499930000	7533375900000	6646060200000
中俄贸易概念	+1.54%		+0.04%		+0.04%		-0.82		-1651414000	3		144		25		哈焊华通	+5.02%		+5.62%		+8.98%		--		--		+6.24%		--		1.23		5134760400	67203071000	1599383400000	1365573700000
白酒概念	+1.54%		+0.01%		+0.01%		-0.75		+96681630	2		42		7		巨力索具	+3.88%		+2.26%		+4.58%		--		--		+3.89%		--		1.16		1098286200	21644008000	3258640600000	3230498700000
水泥概念	+1.54%		+0.02%		+0.02%		1.12		+444357550	4		33		10		金隅集团	+5.08%		+4.84%		+6.52%		--		--		+4.60%		--		1.31		2554487100	13480736000	755470830000	655177060000
两轮车		+1.53%		+0.04%		+0.04%		-4.11		-2036961100	2		49		13		星云股份	+4.45%		+4.92%		+7.93%		--		--		+4.18%		--		1.34		1980039900	48726716000	1279261220000	1059800620000
新疆振兴	+1.52%		+0.02%		+0.02%		-0.84		-3523816500	5		99		42		中泰股份	+5.90%		+6.16%		+9.13%		--		--		+7.22%		+96.51%		1.32		7091725200	81513004000	2309974600000	2048545600000
农村电商	+1.52%		+0.02%		+0.02%		-0.49		+2128760	1		27		9		芒果超媒	+4.44%		+3.71%		+5.82%		--		--		+4.60%		--		1.44		2121889800	16557218000	516841400000	464403920000
幽门螺杆菌概念	+1.52%		+0.01%		+0.01%		-0.84		+118480200	1		51		21		英诺特		+5.33%		+6.61%		+6.99%		--		--		+8.99%		--		1.36		1776891000	26508895000	740893920000	667329210000
统一大市场	+1.51%		+0.05%		+0.05%		-0.50		-740061100	3		90		21		炬申股份	+3.49%		+1.26%		+5.13%		--		--		+3.74%		--		1.27		5592346700	41706780000	1750855700000	1526536000000
绿色电力	+1.48%		+0.01%		+0.01%		-0.43		-4259793000	11		278		73		通源环境	+4.81%		+4.62%		+6.68%		--		--		+5.44%		--		1.19		18945523000	213499590000	9178349800000	8044457600000
地下管网	+1.48%		+0.03%		+0.03%		-0.41		-500495500	3		81		17		航宇微		+4.83%		+5.97%		+6.93%		--		--		+6.21%		--		1.27		3405380600	32030459000	970012740000	908305310000
啤酒概念	+1.47%		+0.00%		+0.00%		-1.57		-227321580	1		23		6		品渥食品	+5.04%		+5.51%		+12.34%		--		--		+5.44%		--		1.11		1083127550	10376167300	530617200000	480176700000
建筑节能	+1.46%		+0.02%		+0.02%		-1.24		-595104700	7		67		18		鲁阳节能	+5.56%		+6.34%		+9.18%		--		--		+6.51%		--		1.24		2635367600	25951617000	662916130000	593091680000
参股银行	+1.46%		+0.03%		+0.03%		-0.54		-2124721000	6		140		45		明牌珠宝	+4.30%		+4.49%		+7.46%		--		--		+5.30%		--		1.28		10966019600	108042948000	5885575600000	5099063300000
航运概念	+1.45%		+0.04%		+0.04%		-0.04		-152306800	1		63		16		炬申股份	+3.34%		+1.98%		+4.18%		--		--		+2.16%		--		1.21		3923212300	35599644000	1979945000000	1757206600000
金属铅		+1.44%		+0.00%		+0.00%		-0.50		-685777000	0		23		12		盛达资源	+7.14%		+12.18%		+17.02%		--		--		+9.76%		--		1.12		3746892400	50075326000	1984944500000	1692040500000
石墨烯		+1.43%		+0.01%		+0.01%		0.95		+291221900	3		54		19		道氏技术	+5.54%		+6.47%		+11.64%		--		--		+6.17%		+99.63%		1.04		3378130100	48330359000	956663530000	863776750000
金属钴		+1.42%		+0.03%		+0.03%		-0.56		-1539164500	1		21		11		道氏技术	+7.21%		+12.34%		+18.03%		--		--		+8.46%		--		1.02		3219876400	67605619000	2824121700000	2310085600000
新型城镇化	+1.39%		+0.03%		+0.03%		-0.47		-1492388100	9		152		59		杰创智能	+5.57%		+6.64%		+8.46%		--		--		+5.87%		--		1.22		7590923200	64233575000	2031548400000	1795358900000
上海国企改革	+1.38%		+0.03%		+0.03%		-0.11		-671363900	3		39		12		交运股份	+5.92%		+6.88%		+7.89%		--		--		+6.74%		--		1.21		2229449400	26428276000	1583283700000	1272860270000
NMN概念		+1.35%		+0.02%		+0.02%		-0.89		-174741520	0		17		6		银禧科技	+4.35%		+4.31%		+6.07%		--		--		+6.20%		--		1.26		752365390	7295428600	242101470000	218864630000
盐湖提锂	+1.35%		+0.05%		+0.05%		-1.46		-2171224800	0		35		10		隆华科技	+5.23%		+7.63%		+12.65%		--		--		+7.04%		--		1.11		2611747600	70559965000	3759837700000	2772415500000
垃圾分类	+1.34%		+0.04%		+0.04%		-1.04		-774066100	2		76		19		美芝股份	+4.44%		+5.03%		+6.24%		--		--		+4.65%		--		1.10		3176938700	35907306000	844892110000	749561010000
芬太尼		+1.33%		+0.07%		+0.07%		0.30		+24190692	0		7		1		博拓生物	+1.76%		+3.65%		+4.74%		--		--		+5.08%		--		1.07		95126217	2076547200	125166645000	113621339000
钛白粉概念	+1.32%		+0.01%		+0.01%		-0.79		-145062040	0		10		2		振华股份	+7.12%		+8.33%		+12.55%		--		--		+10.01%		--		1.01		668679820	6884118400	231569800000	217193670000
