代码		    名称		涨幅		现价		当日成交额		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		早盘竞价金额		尾盘竞价金额		
SZ300091	*ST金灵		-2.36%		2.89		1.82亿		4.23%		0.88		42.66亿		--		--		通用设备	【光热发电;污水处理;碳中和;国企改革;乡村振兴;核电;高端装备;军工;氢能源;无人机;超超临界发电;燃料电池;储能;ST板块】	--		--		+0.00%		-3.99%		-2.03		6021969		1809718		
SZ300092	科新机电	+1.72%		16.54		2.09亿		6.07%		1.45		34.71亿		--		--		专用设备	【高端装备;中俄贸易概念;光伏概念;核电;核污染防治;氢能源;天然气;军工;水利;可降解塑料;硅能源;一带一路;西部大开发;超超临界发电;商业航天】	--		--		+8.89%		+0.18%		-0.98		986930		1558068		
SZ300093	*ST金刚		-2.29%		16.20		6713.18万	1.47%		0.93		45.20亿		--		--		光伏设备	【西部大开发;ST板块;建筑节能;光伏建筑一体化;算力租赁;光伏概念;钙钛矿电池;HJT电池】	--		--		+3.65%		+16.55%		+0.18		121253		534600		
SZ300094	国联水产	+7.65%		3.94		9.40亿		22.08%		3.62		43.56亿		--		--		养殖业		【预制菜;网红经济;食品安全;乡村振兴;冷链物流;融资融券】	--		--		+2.07%		-3.43%		+2.46		6996375		8481638		
SZ300095	华伍股份	-3.61%		11.49		5.96亿		15.23%		0.68		38.92亿		--		--		专用设备	【成飞概念;减速器;航空发动机;大飞机;商业航天;人形机器人;新型工业化;无人机;军工;高端装备;机器人概念;海工装备;新能源汽车;水利;风电;一带一路;回购增持再贷款概念】	--		--		+4.84%		+3.42%		-1.76		6708659		7177803		
SZ300096	ST易联众	-0.13%		7.48		3310.49万	1.02%		0.85		32.16亿		--		--		软件开发	【DRG/DIP;数字水印;家庭医生;托育服务;Web3.0;数据确权;人脸识别;参股保险;数据安全;移动支付;智慧政务;AIGC概念;ChatGPT概念;蚂蚁集团概念;信创;数据要素;智慧城市;腾讯概念;在线教育;华为鲲鹏;数字经济;福建自贸区;DeepSeek概念;区块链;智能医疗;养老概念;ST板块;海峡两岸;人工智能;国企改革;华为概念;机器视觉】	--		--		-4.96%		+4.03%		-0.13		8976		226644		
SZ300097	ST智云		-0.69%		7.18		4685.04万	2.41%		0.89		19.39亿		--		--		自动化设备	【ST板块;智能物流;柔性屏(折叠屏);新型工业化;华为概念;新能源汽车;MiniLED;OLED】	--		--		+4.66%		+3.01%		+0.00		338364		71082		
SZ300098	高新兴		-3.23%		6.30		7.90亿		8.08%		1.43		97.13亿		--		--		通信设备	【车联网(车路协同);无人驾驶;数据安全;安防;卫星导航;东数西算(算力);鸿蒙概念;物联网;人脸识别;华为概念;5G;虚拟现实;汽车电子;百度概念;商业航天;智慧城市;机器人概念;智慧灯杆;汽车芯片;人工智能;腾讯概念;数据中心;比亚迪概念;长安汽车概念;智能电网;高铁;PPP概念;深股通;融资融券】	--		--		+1.61%		+7.33%		-1.38		7959516		5494230		
SZ300099	尤洛卡		-3.70%		8.07		4.63亿		9.87%		1.51		46.92亿		--		--		专用设备	【军民融合;商业航天;军工;军工信息化;高铁;氢能源;机器人概念;燃料电池;区块链;华为概念;鸿蒙概念;无人驾驶;多模态AI;5G;深股通;融资融券】	--		--		+13.98%		+5.63%		-2.63		5207712		3846162		
SZ300100	双林股份	-1.23%		38.68		5.59亿		2.61%		0.58		213.43亿	--		--		汽车零部件	【人形机器人;PEEK材料;华为汽车;工业母机;特斯拉概念;机器人概念;智能座舱;长安汽车概念;汽车电子;新能源汽车;比亚迪概念;工业互联网;低空经济;深股通;融资融券】	--		--		+4.80%		+0.44%		-0.36		1537388		6018608		
SZ300101	振芯科技	+5.53%		29.20		18.32亿		11.58%		1.33		165.28亿	--		--		军工电子	【卫星导航;商业航天;军民融合;国产航母;无人机;军工;时空大数据;机器视觉;机器人概念;人工智能;物联网;智慧城市;专精特新;5G;芯片概念;西部大开发;回购增持再贷款概念;深股通;融资融券】	--		--		+21.36%		+24.89%		-1.70		10948000	16027880	
SZ300102	乾照光电	+0.62%		25.99		38.54亿		16.44%		0.81		238.16亿	--		--		光学光电子	【卫星导航;商业航天;MicroLED概念;军工;福建自贸区;人脸识别;MiniLED;海峡两岸;共封装光学(CPO);第三代半导体;芯片概念;汽车电子;消费电子概念;光伏概念;家用电器;智能家居;深股通】	--		--		+8.47%		+10.17%		-3.17		23438722	43730774	
SZ300103	达刚控股	-0.88%		7.88		5269.17万	2.10%		0.94		25.01亿		--		--		专用设备	【新型城镇化;固废处理;一带一路;西部大开发;智慧城市;军工;高端装备;充电桩;腾讯概念;金属回收;股权转让(并购重组)】	--		--		+8.39%		+10.36%		-1.01		43285		173360		
SZ300105	龙源技术	-1.24%		7.17		5843.73万	1.57%		0.87		36.98亿		--		--		环保设备	【碳中和;固废处理;超超临界发电;雄安新区;国企改革;风电;光伏概念;央企国企改革;PM2.5;储能;2025三季报预增;DeepSeek概念;华为概念】	--		--		-1.10%		-3.76%		-0.55		328510		751416		
SZ300106	西部牧业	-1.19%		10.82		8584.17万	3.74%		0.85		22.87亿		--		--		饮料制造	【乳业;三胎概念;乡村振兴;新疆振兴;养老概念;国企改革;西部大开发;股权转让(并购重组)】	--		--		-8.61%		-3.05%		+0.00		308790		474998		
SZ300107	建新股份	-1.72%		6.84		3654.27万	1.53%		0.91		23.75亿		--		--		化学制品	【染料;雄安新区;京津冀一体化;低空经济;飞行汽车(eVTOL);深股通】	--		--		+0.59%		-1.16%		+0.00		34800		954180		
SZ300109	新开源		+0.29%		17.07		1.14亿		1.48%		1.07		76.78亿		--		--		化学制品	【消毒剂;生物疫苗;细胞免疫治疗;创新药;固态电池;基因测序;智能医疗;深股通;融资融券】	--		--		+1.55%		-1.16%		+0.00		318274		662316		
SZ300110	华仁药业	-1.23%		3.20		6904.94万	1.82%		1.03		37.79亿		--		--		化学制药	【医药电商;医美概念;仿制药一致性评价;肝炎概念;猴痘概念;医疗器械概念;国企改革;融资融券】	--		--		-2.74%		-10.36%		+0.00		223236		205760		
SZ300111	向日葵		+0.00%		6.39		3.17亿		3.89%		0.75		82.25亿		--		--		化学制药	【幽门螺杆菌概念;流感;芯片概念;深股通;股权转让(并购重组)】	--		--		-10.00%		-14.91%		-0.63		494030		2573892		
SZ300112	万讯自控	-1.38%		8.60		5181.15万	2.53%		1.19		20.44亿		--		--		通用设备	【物联网;人工智能;专精特新;华为概念;新型工业化;军工;机器人概念;氢能源;传感器;机器视觉;新能源汽车;光热发电;工业母机;毫米波雷达;核电;太赫兹】	--		--		+1.18%		-6.32%		+0.23		154698		436880		
SZ300113	顺网科技	-0.86%		20.72		4.84亿		4.48%		0.98		107.37亿	--		--		通信服务	【多模态AI;Web3.0;虚拟数字人;抖音概念(字节概念);云游戏;腾讯概念;AIGC概念;NFT概念;AI智能体;数据确权;云计算;手机游戏;元宇宙;电子竞技;百度概念;算力租赁;虚拟现实;区块链;文化传媒概念;东数西算(算力);人工智能;DeepSeek概念;英伟达概念;华为概念;智能医疗;IP经济(谷子经济);数据中心;深股通;融资融券】	--		--		+7.52%		+4.86%		-0.24		1853565		4063192		
SZ300115	长盈精密	-0.47%		44.07		48.77亿		8.10%		0.75		597.97亿	--		--		消费电子	【减速器;人形机器人;同花顺果指数;PEEK材料;特斯拉概念;新型工业化;AI PC;华为汽车;苹果概念;MR(混合现实);AI手机;铜缆高速连接;无线耳机;AI眼镜;小米概念;智能穿戴;传感器;机器人概念;无人机;宁德时代概念;消费电子概念;5G;卫星导航;新能源汽车;华为概念;虚拟现实;东数西算(算力);3D打印;芯片概念;燃料电池;锂电池概念;粤港澳大湾区;充电桩;储能;海峡两岸;氢能源;深股通;融资融券】	--		--		+16.62%		-2.54%		-1.58		60236276	49479284	
SZ300118	东方日升	+11.87%		16.30		35.98亿		24.53%		1.55		151.07亿	--		--		光伏设备	【硅能源;钙钛矿电池;TOPCON电池;HJT电池;商业航天;光伏建筑一体化;光伏概念;绿色电力;储能;乡村振兴;共同富裕示范区;华为概念;深股通;融资融券】	--		--		+25.29%		+52.62%		+6.45		61515948	39628560	
SZ300119	瑞普生物	-0.76%		19.51		1.04亿		1.58%		1.03		65.35亿		--		--		养殖业		【动物疫苗;禽流感;生物疫苗;合成生物;宠物经济;消毒剂;天津自贸区;回购增持再贷款概念;京津冀一体化;深股通】	--		--		-0.20%		+0.72%		+0.05		308819		1094511		
SZ300120	经纬辉开	-0.58%		8.61		1.23亿		2.72%		1.17		45.41亿		--		--		光学光电子	【智慧灯杆;安防;柔性直流输电;海工装备;柔性屏(折叠屏);风电;特高压;PET铜箔;OLED;芯片概念;人民币贬值受益;消费电子概念;汽车电子;深股通】	--		--		+2.50%		-7.32%		+0.35		401478		905772		
SZ300121	阳谷华泰	+5.75%		13.60		4.39亿		7.59%		2.58		58.39亿		--		--		橡胶制品	【光刻胶;数字经济;回购增持再贷款概念;芯片概念;硅能源;有机硅概念;先进封装;第三代半导体;深股通;股权转让(并购重组)】	--		--		+1.19%		-3.41%		+1.48		1742175		4335680		
SZ300122	智飞生物	-1.07%		19.33		3.04亿		1.11%		1.14		273.39亿	--		--		生物制品	【生物疫苗;肝炎概念;重组蛋白;流感;猴痘概念;合成生物;创新药;西部大开发;减肥药;同花顺漂亮100;深股通;融资融券】	--		--		+0.00%		-3.64%		-0.26		1027123		2905299		
SZ300123	亚光科技	-1.44%		8.24		9.12亿		11.01%		0.90		82.43亿		--		--		军工电子	【太赫兹;军工信息化;军民融合;商业航天;卫星导航;军工;海工装备;6G概念;量子科技;横琴新区;高端装备;5G;第三代半导体;芯片概念;深股通;融资融券】	--		--		+9.43%		+1.73%		-0.84		6594695		12510792	
SZ300124	汇川技术	-0.57%		78.03		24.29亿		1.31%		0.76		1850.88亿	--		--		自动化设备	【人形机器人;工业母机;新型工业化;机器视觉;小米汽车;小米概念;机器人概念;液冷服务器;一体化压铸;同花顺漂亮100;新能源汽车;工业互联网;农机;人工智能;DeepSeek概念;深股通;融资融券;储能;数字经济;换电概念;碳中和】	--		--		+7.30%		+5.39%		-0.23		8534700		24644761	
SZ300125	*ST聆达		-0.14%		7.20		4709.74万	1.81%		0.72		25.98亿		--		--		光伏设备	【HJT电池;TOPCON电池;烟草;新型烟草(电子烟);光伏概念;工业大麻;ST板块;绿色电力】	--		--		+21.48%		+27.43%		+0.14		661352		396000		
SZ300126	锐奇股份	-1.08%		8.23		4852.57万	2.78%		0.98		17.34亿		--		--		通用设备	【人民币贬值受益】	--		--		-1.91%		-10.54%		+0.00		114816		571162		
SZ300127	银河磁体	+5.09%		33.22		8.00亿		10.50%		4.92		76.68亿		--		--		金属新材料	【稀土永磁;军工;西部大开发;华为概念;新能源汽车;特斯拉概念;深股通】	--		--		+9.28%		+3.46%		+2.06		5484200		9112246		
SZ300128	锦富技术	+5.20%		7.69		6.09亿		6.22%		1.90		99.79亿		--		--		电池		【英伟达概念;富士康概念;海峡两岸;苹果概念;液冷服务器;MR(混合现实);消费电子概念;汽车电子;小米概念;石墨烯;宁德时代概念;人形机器人;小米汽车;虚拟现实;汽车热管理;华为概念;锂电池概念;新能源汽车;储能;机器人概念;BC电池;新型工业化;光伏概念;长三角一体化;人工智能;深股通;融资融券;国企改革】	--		--		-2.16%		+4.20%		+0.14		1108980		3965733		
SZ300129	泰胜风能	+1.92%		11.66		18.82亿		23.70%		1.32		81.70亿		--		--		风电设备	【商业航天;海工装备;风电;光伏概念;专精特新;绿色电力;国企改革;新疆振兴;深股通;融资融券】	--		--		+34.80%		+30.28%		-0.35		26552880	27186456	
SZ300130	新国都		-2.87%		27.08		7.95亿		6.74%		0.66		117.57亿	--		--		计算机设备	【数字货币;移动支付;电子身份证;跨境支付(CIPS);蚂蚁集团概念;智慧政务;人脸识别;鸿蒙概念;AI智能体;区块链;多模态AI;人工智能;腾讯概念;DeepSeek概念;数字经济;AIGC概念;AI语料;虚拟数字人;物联网;安防;跨境电商;汽车电子;参股保险;储能;深股通;融资融券】	--		--		+7.12%		+7.46%		-1.36		4320250		7669056		
SZ300131	英唐智控	+2.89%		15.69		24.02亿		14.51%		1.72		163.53亿	--		--		其他电子	【共封装光学(CPO);存储芯片;AI眼镜;汽车芯片;第三代半导体;汽车电子;芯片概念;智能座舱;小米概念;OLED;数据中心;传感器;ERP概念;智能家居;物联网;阿里巴巴概念;腾讯概念;无人驾驶;车联网(车路协同);长安汽车概念;机器人概念;粤港澳大湾区;新能源汽车;智慧城市;深股通;融资融券】	--		--		+24.72%		+25.72%		+0.98		8417640		17105552	
SZ300132	青松股份	+0.24%		8.49		1.82亿		4.22%		0.73		43.14亿		--		--		美容护理	【三胎概念;海峡两岸;消毒剂;合成生物】	--		--		+5.07%		+8.43%		+0.12		2569440		1169922		
SZ300133	华策影视	+2.51%		8.56		13.45亿		9.82%		1.30		138.01亿	--		--		影视院线	【短剧游戏;Sora概念(文生视频);手机游戏;AI语料;文化传媒概念;智谱AI;NFT概念;虚拟数字人;抖音概念(字节概念);AIGC概念;IP经济(谷子经济);知识产权保护;腾讯概念;阿里巴巴概念;多模态AI;元宇宙;百度概念;AI智能体;算力租赁;网红经济;数据要素;冰雪产业;旅游概念;东数西算(算力);人工智能;DeepSeek概念;华为概念;融资融券;深股通】	--		--		+6.20%		+14.29%		+0.00		3142105		18184864	
SZ300134	大富科技	-1.68%		12.84		2.22亿		2.43%		0.96		91.47亿		--		--		通信设备	【华为手机;云游戏;智能穿戴;柔性屏(折叠屏);消费电子概念;新型烟草(电子烟);苹果概念;5G;虚拟现实;元宇宙;华为概念;空间计算;粤港澳大湾区;锂电池概念;6G概念;小米概念;人工智能;石墨烯;芯片概念;AIGC概念;在线教育;新型工业化;机器人概念;工业母机;职业教育;创投;文化传媒概念;3D打印;新能源汽车;军工;特斯拉概念;国企改革;氢能源;深股通;股权转让(并购重组);融资融券】	--		--		+4.99%		+3.55%		-0.15		292096		2178948		
SZ300135	宝利国际	-1.94%		4.04		1.02亿		2.72%		1.05		37.23亿		--		--		石油加工贸易	【中俄贸易概念;新疆振兴;一带一路;国企改革;高铁;俄乌冲突概念;低空经济;雅下水电概念;芯片概念;股权转让(并购重组)】	--		--		+4.12%		-0.25%		-0.24		2960022		1053228		
SZ300136	信维通信	+4.51%		67.01		116.07亿	21.28%		0.92		552.54亿	--		--		消费电子	【商业航天;卫星导航;6G概念;同花顺果指数;毫米波雷达;无人机;WiFi 6;无线充电;低空经济;智能音箱;特斯拉概念;苹果概念;富士康概念;柔性屏(折叠屏);5G;车联网(车路协同);无线耳机;汽车电子;AI眼镜;智能穿戴;机器人概念;华为概念;物联网;消费电子概念;虚拟现实;一带一路;粤港澳大湾区;人民币贬值受益;回购增持再贷款概念;深股通;海峡两岸;融资融券】	--		--		+72.00%		+97.96%		-2.78		108058847	154982740	
SZ300137	先河环保	+3.18%		11.04		3.47亿		5.96%		1.47		58.52亿		--		--		环保设备	【PM2.5;京津冀一体化;雄安新区;核污染防治;乡村振兴;污水处理;机器人概念;区块链;水利;碳中和;碳交易;摘帽】	--		--		+6.67%		+34.14%		+0.00		804854		1769712		
SZ300138	晨光生物	+0.70%		12.99		7716.30万	1.50%		0.97		51.74亿		--		--		农产品加工	【农业种植;代糖概念;工业大麻;NMN概念;乡村振兴;一带一路;2025三季报预增;深股通】	--		--		-0.23%		+6.48%		-0.31		168466		513105		
SZ300139	晓程科技	-1.12%		31.66		9.12亿		12.29%		0.75		73.98亿		--		--		贵金属		【黄金概念;民爆概念;芯片概念;智能电网;绿色电力;一带一路;人民币贬值受益;深股通;融资融券】	--		--		+1.74%		+10.28%		+0.00		5443400		13056584	
SZ300140	节能环境	-0.14%		7.04		1.99亿		2.76%		0.96		71.82亿		--		--		环境治理	【固废处理;土壤修复;医疗废物处理;特高压;污水处理;央企国企改革;国企改革;雄安新区;西部大开发;垃圾分类;智能电网;乡村振兴;高端装备;空气能热泵;深股通】	--		--		+7.48%		+10.17%		-0.14		1105280		3598848		
SZ300141	和顺电气	+10.37%		14.58		9.21亿		23.77%		2.98		37.14亿		--		--		电网设备	【智能电网;换电概念;高压快充;充电桩;光伏概念;商业航天;燃料电池;储能;氢能源;机器人概念】	--		--		+25.26%		+24.19%		+5.98		15864800	9132912		
SZ300142	沃森生物	-0.88%		11.28		2.45亿		1.39%		0.96		175.51亿	--		--		生物制品	【生物疫苗;流感;创新药;合成生物;西部大开发;深股通;融资融券】	--		--		+1.17%		-3.42%		+0.09		1084328		3111024		
SZ300143	盈康生命	-3.91%		10.82		2.76亿		3.92%		1.29		69.40亿		--		--		医疗服务	【医美概念;医疗器械概念;智能医疗;养老概念;民营医院;高压氧舱;脑机接口;创投;人工智能;DeepSeek概念;物联网;机器人概念;融资融券;深股通】	--		--		+5.97%		+7.45%		+0.00		2120258		2305742		
SZ300144	宋城演艺	-0.12%		8.28		2.91亿		1.49%		1.36		195.31亿	--		--		旅游及酒店	【旅游概念;IP经济(谷子经济);电子竞技;共同富裕示范区;文化传媒概念;手机游戏;元宇宙;抖音概念(字节概念);虚拟现实;深股通;融资融券】	--		--		-0.72%		+2.73%		+0.12		1171960		3465180		
SZ300145	南方泵业	+1.94%		4.72		2.98亿		3.31%		1.02		90.24亿		--		--		通用设备	【液冷服务器;空气能热泵;比亚迪概念;中俄贸易概念;储能;数据中心;专精特新;核电;军工;垃圾分类;水利;创投;风电;污水处理;新型城镇化;腾讯概念;PPP概念;智慧城市;土壤修复;固废处理;净水概念;国企改革;金属回收;中芯国际概念;深股通;融资融券】	--		--		+4.42%		+9.77%		-0.65		1673940		3354504		
SZ300146	汤臣倍健	-1.70%		12.15		2.00亿		1.46%		1.15		136.18亿	--		--		食品加工制造	【三胎概念;跨境电商;维生素;医药电商;基因测序;智能医疗;回购增持再贷款概念;粤港澳大湾区;深股通;融资融券】	--		--		-0.08%		+3.14%		+0.00		614292		2151461		
SZ300147	ST香雪		-1.64%		8.97		9035.70万	1.53%		1.33		58.97亿		--		--		中药		【创新药;细胞免疫治疗;禽流感;辅助生殖;医药电商;流感;ST板块;医疗器械概念;横琴新区;数字经济】	--		--		-6.66%		-5.58%		+0.00		273600		874575		
SZ300148	天舟文化	+0.22%		4.48		1.31亿		3.57%		1.07		36.48亿		--		--		文化传媒	【文化传媒概念;手机游戏;网络游戏;虚拟数字人;职业教育;区块链;云游戏;人工智能;虚拟现实;创投】	--		--		+2.99%		-2.61%		+0.22		215488		692608		
SZ300149	睿智医药	+0.80%		10.12		1.33亿		2.77%		1.38		48.02亿		--		--		医疗服务	【CRO概念;细胞免疫治疗;创新药;重组蛋白;智能医疗;人民币贬值受益;DeepSeek概念;深股通;股权转让(并购重组);融资融券】	--		--		+2.95%		+1.30%		-0.10		177531		1376320		
SZ300150	世纪瑞尔	-1.10%		5.37		5685.10万	2.29%		1.16		24.71亿		--		--		IT服务		【高铁;京津冀一体化;水利;安防;AIGC概念;专精特新】	--		--		+1.70%		-4.45%		+0.00		263355		1163679		
SZ300151	昌红科技	-0.58%		15.56		2.94亿		5.13%		0.82		57.34亿		--		--		专用设备	【创投;人民币贬值受益;基因测序;医疗器械概念;芯片概念;辅助生殖;医药电商;融资融券;深股通】	--		--		+16.90%		+15.60%		-1.60		2410100		2954844		
SZ300152	ST新动力	-2.70%		2.16		4846.56万	3.12%		1.35		15.39亿		--		--		环境治理	【ST板块;PM2.5;PPP概念;土壤修复;生物质能发电;净水概念;雄安新区;污水处理;碳中和;创投;燃料电池;氢能源】	--		--		-7.30%		-2.26%		+0.45		441540		476280		
SZ300153	科泰电源	+2.37%		31.12		6.99亿		7.13%		2.00		99.06亿		--		--		其他电源设备	【数据中心;腾讯概念;华为概念;阿里巴巴概念;百度概念;储能;专精特新;锂电池概念;核电;互联网金融;长三角一体化;一带一路;融资融券;深股通】	--		--		+6.61%		-0.45%		+0.03		1383655		9992632		
SZ300154	瑞凌股份	-0.94%		9.50		4378.02万	1.46%		0.58		29.93亿		--		--		通用设备	【专精特新;创投;机器人概念;比亚迪概念;回购增持再贷款概念;芯片概念】	--		--		+0.53%		+3.15%		+0.42		532539		383800		
SZ300155	安居宝		-2.93%		6.29		1.09亿		5.17%		0.65		20.80亿		--		--		计算机设备	【人脸识别;物业管理;安防;智慧城市;食品安全;区块链;语音技术;DeepSeek概念;智能家居】	--		--		+10.93%		+5.01%		-0.46		367005		909534		
SZ300157	新锦动力	-0.64%		4.67		1.62亿		4.91%		1.33		33.06亿		--		--		通用设备	【可燃冰;页岩气;俄乌冲突概念;天然气;雄安新区;一带一路;超超临界发电;氢能源;创投;高端装备;军工;储能;人工智能;无人机;机器人概念;数据中心;东数西算(算力);融资融券】	--		--		+0.43%		-2.51%		-0.21		1178128		1230545		
SZ300158	振东制药	-1.47%		6.02		1.50亿		2.50%		1.01		59.70亿		--		--		中药		【仿制药一致性评价;流感;创新药;肝炎概念;维生素;医药电商;毛发医疗;医美概念;土地流转;农业种植;乡村振兴;融资融券;深股通】	--		--		-0.33%		-7.38%		+0.00		972101		995106		
SZ300159	*ST新研		+0.63%		3.20		9332.66万	1.59%		0.77		58.62亿		--		--		专用设备	【商业航天;卫星导航;大飞机;海工装备;可控核聚变;军民融合;军工;无人机;核电;航空发动机;ST板块;低空经济;股权转让(并购重组);新疆振兴;成飞概念;国企改革;乡村振兴;西部大开发;农机;专精特新】	--		--		+16.24%		+14.12%		+0.31		561759		1272000		
SZ300160	秀强股份	-1.59%		5.56		6784.32万	1.60%		1.35		42.38亿		--		--		白色家电	【光伏建筑一体化;国企改革;家用电器;充电桩;物联网;特斯拉概念】	--		--		+1.09%		-2.28%		-0.18		648036		592696		
SZ300161	华中数控	+2.86%		30.17		2.72亿		4.59%		2.23		58.83亿		--		--		通用设备	【工业母机;新型工业化;高端装备;军工;数字孪生;工业互联网;人工智能;智能物流;机器人概念;职业教育;航空发动机;阿里巴巴概念;新能源汽车;锂电池概念;数据中心;深股通】	--		--		+7.18%		+4.18%		+1.94		2975050		2235597		
SZ300162	雷曼光电	-0.61%		8.10		1.12亿		4.06%		0.95		27.72亿		--		--		光学光电子	【安防;足球概念;人工智能;粤港澳大湾区;MicroLED概念;元宇宙;DeepSeek概念;在线教育;柔性屏(折叠屏);专精特新;MiniLED;商业航天;体育产业;人民币贬值受益;消费电子概念;海峡两岸;先进封装】	--		--		+3.98%		-3.11%		+0.25		428925		1885680		
SZ300163	先锋新材	+4.95%		4.66		4.29亿		20.65%		3.16		21.15亿		--		--		家居用品	【建筑节能;人民币贬值受益;专精特新;摘帽】	--		--		+12.83%		+5.91%		+0.68		2708820		3326308		
SZ300164	通源石油	+0.49%		6.13		10.18亿		29.22%		1.62		35.75亿		--		--		油气开采及服务	【页岩气;俄乌冲突概念;天然气;新疆振兴;碳中和;西部大开发;一带一路;人民币贬值受益】	--		--		+11.45%		+2.85%		-4.10		37387935	9838037		
SZ300165	ST天瑞		-1.02%		4.85		2813.63万	1.37%		1.03		20.40亿		--		--		通用设备	【ST板块;医疗器械概念;工业大麻;食品安全;华为概念;土壤修复;污水处理;专精特新;锂电池概念】	--		--		+5.43%		+5.43%		+0.00		102900		387030		
SZ300166	东方国信	-1.53%		10.33		2.96亿		3.16%		1.03		93.57亿		--		--		IT服务		【华为欧拉;MLOps概念;华为昇腾;华为鲲鹏;Web3.0;智慧政务;数据安全;信创;ChatGPT概念;云计算;多模态AI;数字水印;AI语料;电子身份证;AI智能体;数字乡村;鸿蒙概念;区块链;AIGC概念;算力租赁;数据要素;东数西算(算力);元宇宙;虚拟数字人;时空大数据;智慧城市;互联网金融;数字经济;数字孪生;DeepSeek概念;虚拟现实;互联网保险;华为概念;人工智能;职业教育;物联网;机器视觉;数据中心;京津冀一体化;工业互联网;新型工业化;5G;人形机器人;碳中和;乡村振兴;海工装备;虚拟电厂;AI手机;深股通;融资融券】	--		--		+4.77%		+1.87%		-0.38		399190		3424395		
SZ300167	ST迪威迅	+1.33%		5.33		6500.06万	3.35%		1.67		19.13亿		--		--		IT服务		【股权转让(并购重组);虚拟数字人;算力租赁;在线教育;智慧政务;AI智能体;横琴新区;东数西算(算力);信创;安防;智慧城市;华为概念;数据中心;ST板块;智能物流;军工;氢能源】	--		--		+4.31%		-0.93%		-0.19		133350		344318		
SZ300168	万达信息	-1.33%		6.67		1.31亿		1.37%		1.09		95.99亿		--		--		IT服务		【DRG/DIP;家庭医生;虚拟数字人;在线教育;数据要素;AI智能体;智慧政务;财税数字化;华为鲲鹏;MLOps概念;鸿蒙概念;区块链;网络安全;时空大数据;信创;数字乡村;华为盘古;数字经济;智慧城市;互联网保险;智能医疗;DeepSeek概念;人工智能;电子身份证;安防;算力租赁;养老概念;移动支付;华为概念;乡村振兴;数据中心;机器人概念;深股通;融资融券】	--		--		+2.30%		-1.62%		+0.15		291787		1043188		
SZ300169	天晟新材	-2.37%		6.19		8612.22万	4.59%		1.35		18.68亿		--		--		化学制品	【建筑节能;露营经济;医疗器械概念;柔性屏(折叠屏);军工;华为概念;新能源汽车;风电;锂电池概念;OLED;小米概念】	--		--		-0.16%		-3.88%		-0.16		755802		364591		
SZ300170	汉得信息	-2.91%		20.00		20.70亿		10.45%		0.74		195.42亿	--		--		IT服务		【智谱AI;财税数字化;华为昇腾;中国AI 50;ERP概念;AIGC概念;AI智能体;抖音概念(字节概念);云计算;数据安全;虚拟数字人;信创;网络安全;百度概念;鸿蒙概念;阿里巴巴概念;腾讯概念;数据要素;区块链;华为概念;人工智能;车联网(车路协同);DeepSeek概念;小米概念;数据中心;数字经济;智能医疗;互联网金融;低空经济;工业互联网;C2M概念;长三角一体化;智能物流;海峡两岸;深股通;融资融券】	--		--		+17.10%		+5.49%		-1.02		9929930		27718000	
SZ300171	东富龙		-0.18%		16.68		2.10亿		2.23%		1.40		93.85亿		--		--		医疗器械	【细胞免疫治疗;生物疫苗;合成生物;基因测序;医疗器械概念;独角兽概念;机器人概念;DeepSeek概念;华为概念;融资融券;深股通】	--		--		+6.65%		+6.31%		-0.66		3027840		1704696		
SZ300172	中电环保	-0.72%		5.53		9443.74万	3.25%		0.92		28.95亿		--		--		环境治理	【土壤修复;净水概念;生物质能发电;核污染防治;污水处理;固废处理;新型城镇化;PPP概念;PM2.5;超超临界发电;一带一路;核电;高端装备;物联网;专精特新;盐湖提锂】	--		--		-0.72%		-2.30%		-0.18		216284		580650		
SZ300173	ST福能		+3.24%		4.46		1.91亿		5.86%		1.45		32.77亿		--		--		电池		【网络安全;数据要素;数字经济;算力租赁;粤港澳大湾区;ST板块;华为概念;石墨烯;锂电池概念;国企改革;固态电池;数据中心;储能;新型工业化;新能源汽车;宁德时代概念;无线耳机;高端装备;消费电子概念】	--		--		-17.56%		-21.20%		+0.00		586656		2331688		
SZ300174	元力股份	-0.06%		15.88		1.05亿		1.81%		0.81		57.64亿		--		--		化学制品	【超级电容;储能;PM2.5;海峡两岸;股权转让(并购重组);深股通;融资融券】	--		--		+2.85%		+1.34%		+0.06		235320		876576		
SZ300175	ST朗源		+0.17%		5.80		2173.83万	0.80%		0.79		27.31亿		--		--		农产品加工	【土地流转;ST板块;工业大麻;冷链物流;人民币贬值受益;期货概念;数字经济;数据中心】	--		--		+2.65%		-0.85%		+0.17		129340		171100		
SZ300176	鸿特科技	-1.62%		6.68		6482.23万	2.49%		1.05		25.87亿		--		--		汽车零部件	【粤港澳大湾区;低空经济;人民币贬值受益;新能源汽车;特斯拉概念;宁德时代概念;股权转让(并购重组)】	--		--		+0.15%		-3.75%		+0.00		95739		211088		
